Time,jersey_number,Team,Scored Goal,Missed Goal,role
4604,14,B,0,1,forward
4605,6,A,0,0,goalkeeper
4606,4,A,0,0,defender
4607,16,B,0,0,midfielder
4608,14,B,0,0,forward
4609,5,B,0,0,forward
4610,5,B,1,0,forward
4611,22,A,0,0,defender
4612,15,A,0,0,midfielder
4613,12,A,0,0,forward
4614,12,A,0,0,forward
4615,12,A,0,1,forward
4616,13,B,0,0,goalkeeper
4617,2,B,0,0,defender
4618,1,B,0,0,midfielder
4619,5,B,0,0,forward
4620,14,B,0,1,forward
4621,6,A,0,0,goalkeeper
4622,22,A,0,0,defender
4623,10,A,0,0,midfielder
4624,12,A,0,0,forward
4625,3,A,1,0,forward
4626,16,B,0,0,midfielder
4627,14,B,0,0,forward
4628,14,B,0,0,forward
4629,14,B,0,0,forward
4630,3,A,1,0,forward
4631,8,B,0,0,midfielder
4632,14,B,0,0,forward
4633,14,B,0,1,forward
4634,6,A,0,0,goalkeeper
4635,21,A,0,0,defender
4636,9,A,0,0,midfielder
4637,3,A,0,0,forward
4638,12,A,0,0,forward
4639,3,A,0,0,forward
4640,3,A,1,0,forward
4641,7,B,0,0,defender
4642,16,B,0,0,midfielder
4643,12,A,0,1,forward
4644,13,B,0,0,goalkeeper
4645,2,B,0,0,defender
4646,1,B,0,0,midfielder
4647,5,B,1,0,forward
4648,18,A,0,0,midfielder
4649,5,B,0,0,forward
4650,5,B,0,0,forward
4651,14,B,0,0,forward
4652,5,B,0,0,forward
4653,14,B,0,0,forward
4654,14,B,0,1,forward
4655,6,A,0,0,goalkeeper
4656,21,A,0,0,defender
4657,15,A,0,0,midfielder
4658,12,A,0,1,forward
4659,13,B,0,0,goalkeeper
4660,19,B,0,0,defender
4661,10,A,0,0,midfielder
4662,3,A,0,0,forward
4663,3,A,0,0,forward
4664,3,A,1,0,forward
4665,8,B,0,0,midfielder
4666,14,B,0,1,forward
4667,6,A,0,0,goalkeeper
4668,4,A,0,0,defender
4669,15,A,0,0,midfielder
4670,12,A,0,0,forward
4671,12,A,0,1,forward
4672,13,B,0,0,goalkeeper
4673,19,B,0,0,defender
4674,8,B,0,0,midfielder
4675,5,B,1,0,forward
4676,12,A,0,0,forward
4677,3,A,1,0,forward
4678,16,B,0,0,midfielder
4679,14,B,1,0,forward
4680,10,A,0,0,midfielder
4681,12,A,0,0,forward
4682,12,A,0,1,forward
4683,13,B,0,0,goalkeeper
4684,2,B,0,0,defender
4685,8,B,0,0,midfielder
4686,14,B,0,1,forward
4687,6,A,0,0,goalkeeper
4688,22,A,0,0,defender
4689,18,A,0,0,midfielder
4690,3,A,0,0,forward
4691,3,A,0,0,forward
4692,12,A,1,0,forward
4693,1,B,0,0,midfielder
4694,5,B,0,1,forward
4695,6,A,0,0,goalkeeper
4696,22,A,0,0,defender
4697,10,A,0,0,midfielder
4698,12,A,0,0,forward
4699,14,B,0,0,forward
4700,14,B,0,1,forward
4701,6,A,0,0,goalkeeper
4702,7,B,0,0,defender
4703,11,B,0,0,midfielder
4704,5,B,0,0,forward
4705,14,B,0,0,forward
4706,5,B,0,0,forward
4707,5,B,1,0,forward
4708,22,A,0,0,defender
4709,18,A,0,0,midfielder
4710,12,A,0,0,forward
4711,3,A,0,1,forward
4712,13,B,0,0,goalkeeper
4713,2,B,0,0,defender
4714,16,B,0,0,midfielder
4715,14,B,1,0,forward
4716,15,A,0,0,midfielder
4717,3,A,0,0,forward
4718,12,A,1,0,forward
4719,5,B,0,0,forward
4720,14,B,0,1,forward
4721,6,A,0,0,goalkeeper
4722,4,A,0,0,defender
4723,9,A,0,0,midfielder
4724,3,A,1,0,forward
4725,5,B,0,0,forward
4726,5,B,0,0,forward
4727,5,B,1,0,forward
4728,4,A,0,0,defender
4729,10,A,0,0,midfielder
4730,3,A,1,0,forward
4731,20,B,0,0,defender
4732,18,A,0,0,midfielder
4733,12,A,0,1,forward
4734,13,B,0,0,goalkeeper
4735,7,B,0,0,defender
4736,16,B,0,0,midfielder
4737,14,B,0,0,forward
4738,14,B,0,0,forward
4739,5,B,1,0,forward
4740,21,A,0,0,defender
4741,10,A,0,0,midfielder
4742,12,A,0,1,forward
4743,13,B,0,0,goalkeeper
4744,2,B,0,0,defender
4745,1,B,0,0,midfielder
4746,14,B,0,1,forward
4747,6,A,0,0,goalkeeper
4748,22,A,0,0,defender
4749,10,A,0,0,midfielder
4750,12,A,0,0,forward
4751,5,B,1,0,forward
4752,12,A,0,0,forward
4753,3,A,0,0,forward
4754,3,A,0,1,forward
4755,13,B,0,0,goalkeeper
4756,2,B,0,0,defender
4757,16,B,0,0,midfielder
4758,12,A,1,0,forward
4759,8,B,0,0,midfielder
4760,14,B,0,0,forward
4761,5,B,1,0,forward
4762,4,A,0,0,defender
4763,15,A,0,0,midfielder
4764,12,A,0,0,forward
4765,12,A,0,0,forward
4766,5,B,1,0,forward
4767,9,A,0,0,midfielder
4768,3,A,0,0,forward
4769,3,A,1,0,forward
4770,16,B,0,0,midfielder
4771,12,A,0,1,forward
4772,13,B,0,0,goalkeeper
4773,7,B,0,0,defender
4774,1,B,0,0,midfielder
4775,14,B,0,1,forward
4776,6,A,0,0,goalkeeper
4777,17,A,0,0,defender
4778,18,A,0,0,midfielder
4779,12,A,0,1,forward
4780,13,B,0,0,goalkeeper
4781,2,B,0,0,defender
4782,11,B,0,0,midfielder
4783,5,B,1,0,forward
4784,17,A,0,0,defender
4785,15,A,0,0,midfielder
4786,12,A,0,0,forward
4787,3,A,0,0,forward
4788,12,A,0,0,forward
4789,3,A,0,0,forward
4790,3,A,0,0,forward
4791,12,A,0,0,forward
4792,3,A,0,0,forward
4793,12,A,0,0,forward
4794,12,A,0,0,forward
4795,3,A,0,0,forward
4796,3,A,0,1,forward
4797,13,B,0,0,goalkeeper
4798,2,B,0,0,defender
4799,1,B,0,0,midfielder
4800,14,B,0,0,forward
4801,5,B,0,0,forward
4802,14,B,0,0,forward
4803,5,B,1,0,forward
4804,4,A,0,0,defender
4805,15,A,0,0,midfielder
4806,12,A,0,0,forward
4807,12,A,0,1,forward
4808,13,B,0,0,goalkeeper
4809,17,A,0,0,defender
4810,10,A,0,0,midfielder
4811,5,B,1,0,forward
4812,10,A,0,0,midfielder
4813,3,A,0,0,forward
4814,12,A,0,0,forward
4815,3,A,0,0,forward
4816,12,A,0,1,forward
4817,13,B,0,0,goalkeeper
4818,2,B,0,0,defender
4819,10,A,0,0,midfielder
4820,3,A,0,0,forward
4821,12,A,0,0,forward
4822,12,A,0,1,forward
4823,13,B,0,0,goalkeeper
4824,7,B,0,0,defender
4825,16,B,0,0,midfielder
4826,5,B,0,1,forward
4827,6,A,0,0,goalkeeper
4828,4,A,0,0,defender
4829,18,A,0,0,midfielder
4830,12,A,0,0,forward
4831,3,A,1,0,forward
4832,5,B,0,0,forward
4833,5,B,0,0,forward
4834,5,B,0,0,forward
4835,14,B,0,1,forward
4836,6,A,0,0,goalkeeper
4837,20,B,0,0,defender
4838,8,B,0,0,midfielder
4839,14,B,1,0,forward
4840,10,A,0,0,midfielder
4841,3,A,1,0,forward
4842,14,B,0,0,forward
4843,3,A,1,0,forward
4844,2,B,0,0,defender
4845,16,B,0,0,midfielder
4846,5,B,0,1,forward
4847,6,A,0,0,goalkeeper
4848,22,A,0,0,defender
4849,9,A,0,0,midfielder
4850,3,A,1,0,forward
4851,7,B,0,0,defender
4852,11,B,0,0,midfielder
4853,14,B,0,0,forward
4854,14,B,0,0,forward
4855,5,B,1,0,forward
4856,12,A,1,0,forward
4857,7,B,0,0,defender
4858,1,B,0,0,midfielder
4859,14,B,0,1,forward
4860,6,A,0,0,goalkeeper
4861,22,A,0,0,defender
4862,10,A,0,0,midfielder
4863,12,A,0,1,forward
4864,13,B,0,0,goalkeeper
4865,2,B,0,0,defender
4866,1,B,0,0,midfielder
4867,12,A,0,1,forward
4868,13,B,0,0,goalkeeper
4869,7,B,0,0,defender
4870,16,B,0,0,midfielder
4871,14,B,0,1,forward
4872,6,A,0,0,goalkeeper
4873,17,A,0,0,defender
4874,18,A,0,0,midfielder
4875,12,A,0,0,forward
4876,12,A,0,0,forward
4877,12,A,0,1,forward
4878,13,B,0,0,goalkeeper
4879,7,B,0,0,defender
4880,11,B,0,0,midfielder
4881,14,B,0,1,forward
4882,6,A,0,0,goalkeeper
4883,17,A,0,0,defender
4884,10,A,0,0,midfielder
4885,3,A,0,1,forward
4886,13,B,0,0,goalkeeper
4887,7,B,0,0,defender
4888,1,B,0,0,midfielder
4889,14,B,0,1,forward
4890,6,A,0,0,goalkeeper
4891,4,A,0,0,defender
4892,18,A,0,0,midfielder
4893,12,A,0,0,forward
4894,12,A,0,0,forward
4895,12,A,0,1,forward
4896,13,B,0,0,goalkeeper
4897,19,B,0,0,defender
4898,1,B,0,0,midfielder
4899,14,B,0,0,forward
4900,3,A,1,0,forward
4901,14,B,0,1,forward
4902,6,A,0,0,goalkeeper
4903,17,A,0,0,defender
4904,10,A,0,0,midfielder
4905,3,A,0,0,forward
4906,12,A,1,0,forward
4907,8,B,0,0,midfielder
4908,3,A,1,0,forward
4909,7,B,0,0,defender
4910,15,A,0,0,midfielder
4911,3,A,0,0,forward
4912,12,A,0,0,forward
4913,12,A,0,1,forward
4914,13,B,0,0,goalkeeper
4915,19,B,0,0,defender
4916,8,B,0,0,midfielder
4917,5,B,1,0,forward
4918,4,A,0,0,defender
4919,15,A,0,0,midfielder
4920,3,A,1,0,forward
4921,2,B,0,0,defender
4922,8,B,0,0,midfielder
4923,3,A,0,0,forward
4924,12,A,0,1,forward
4925,13,B,0,0,goalkeeper
4926,7,B,0,0,defender
4927,16,B,0,0,midfielder
4928,14,B,0,0,forward
4929,3,A,1,0,forward
4930,11,B,0,0,midfielder
4931,5,B,1,0,forward
4932,21,A,0,0,defender
4933,15,A,0,0,midfielder
4934,12,A,0,1,forward
4935,13,B,0,0,goalkeeper
4936,7,B,0,0,defender
4937,15,A,0,0,midfielder
4938,12,A,0,1,forward
4939,13,B,0,0,goalkeeper
4940,22,A,0,0,defender
4941,18,A,0,0,midfielder
4942,14,B,0,1,forward
4943,6,A,0,0,goalkeeper
4944,2,B,0,0,defender
4945,8,B,0,0,midfielder
4946,14,B,0,1,forward
4947,6,A,0,0,goalkeeper
4948,17,A,0,0,defender
4949,1,B,0,0,midfielder
4950,14,B,0,0,forward
4951,14,B,0,1,forward
4952,6,A,0,0,goalkeeper
4953,20,B,0,0,defender
4954,8,B,0,0,midfielder
4955,3,A,0,0,forward
4956,3,A,0,0,forward
4957,12,A,0,1,forward
4958,13,B,0,0,goalkeeper
4959,7,B,0,0,defender
4960,1,B,0,0,midfielder
4961,14,B,0,0,forward
4962,5,B,0,0,forward
4963,5,B,0,0,forward
4964,14,B,0,0,forward
4965,5,B,0,0,forward
4966,14,B,0,0,forward
4967,14,B,0,1,forward
4968,6,A,0,0,goalkeeper
4969,17,A,0,0,defender
4970,16,B,0,0,midfielder
4971,12,A,0,0,forward
4972,12,A,0,0,forward
4973,3,A,0,0,forward
4974,12,A,0,1,forward
4975,13,B,0,0,goalkeeper
4976,2,B,0,0,defender
4977,1,B,0,0,midfielder
4978,14,B,0,0,forward
4979,14,B,0,1,forward
4980,6,A,0,0,goalkeeper
4981,21,A,0,0,defender
4982,16,B,0,0,midfielder
4983,5,B,0,0,forward
4984,14,B,0,0,forward
4985,5,B,0,0,forward
4986,5,B,1,0,forward
4987,9,A,0,0,midfielder
4988,12,A,0,0,forward
4989,3,A,0,0,forward
4990,12,A,0,0,forward
4991,3,A,0,0,forward
4992,12,A,0,0,forward
4993,3,A,1,0,forward
4994,8,B,0,0,midfielder
4995,5,B,0,0,forward
4996,5,B,1,0,forward
4997,4,A,0,0,defender
4998,15,A,0,0,midfielder
4999,12,A,0,1,forward
5000,13,B,0,0,goalkeeper
5001,7,B,0,0,defender
5002,1,B,0,0,midfielder
5003,14,B,0,1,forward
5004,6,A,0,0,goalkeeper
5005,22,A,0,0,defender
5006,10,A,0,0,midfielder
5007,3,A,0,0,forward
5008,5,B,0,0,forward
5009,5,B,0,1,forward
5010,6,A,0,0,goalkeeper
5011,22,A,0,0,defender
5012,18,A,0,0,midfielder
5013,3,A,0,0,forward
5014,12,A,0,0,forward
5015,3,A,1,0,forward
5016,11,B,0,0,midfielder
5017,5,B,1,0,forward
5018,9,A,0,0,midfielder
5019,3,A,0,0,forward
5020,12,A,0,1,forward
5021,13,B,0,0,goalkeeper
5022,7,B,0,0,defender
5023,1,B,0,0,midfielder
5024,14,B,1,0,forward
5025,17,A,0,0,defender
5026,15,A,0,0,midfielder
5027,5,B,0,0,forward
5028,5,B,1,0,forward
5029,12,A,0,0,forward
5030,3,A,1,0,forward
5031,1,B,0,0,midfielder
5032,5,B,1,0,forward
5033,15,A,0,0,midfielder
5034,14,B,0,1,forward
5035,6,A,0,0,goalkeeper
5036,4,A,0,0,defender
5037,10,A,0,0,midfielder
5038,3,A,1,0,forward
5039,2,B,0,0,defender
5040,1,B,0,0,midfielder
5041,12,A,0,0,forward
5042,3,A,0,1,forward
5043,13,B,0,0,goalkeeper
5044,20,B,0,0,defender
5045,16,B,0,0,midfielder
5046,5,B,0,0,forward
5047,14,B,0,0,forward
5048,14,B,1,0,forward
5049,3,A,0,1,forward
5050,13,B,0,0,goalkeeper
5051,22,A,0,0,defender
5052,18,A,0,0,midfielder
5053,12,A,0,1,forward
5054,13,B,0,0,goalkeeper
5055,20,B,0,0,defender
5056,8,B,0,0,midfielder
5057,5,B,1,0,forward
5058,3,A,0,0,forward
5059,12,A,0,0,forward
5060,3,A,1,0,forward
5061,16,B,0,0,midfielder
5062,14,B,0,1,forward
5063,6,A,0,0,goalkeeper
5064,22,A,0,0,defender
5065,9,A,0,0,midfielder
5066,14,B,0,0,forward
5067,14,B,0,1,forward
5068,6,A,0,0,goalkeeper
5069,20,B,0,0,defender
5070,11,B,0,0,midfielder
5071,14,B,0,1,forward
5072,6,A,0,0,goalkeeper
5073,4,A,0,0,defender
5074,10,A,0,0,midfielder
5075,3,A,0,0,forward
5076,3,A,1,0,forward
5077,2,B,0,0,defender
5078,8,B,0,0,midfielder
5079,14,B,0,1,forward
5080,6,A,0,0,goalkeeper
5081,17,A,0,0,defender
5082,9,A,0,0,midfielder
5083,3,A,0,0,forward
5084,12,A,0,0,forward
5085,3,A,1,0,forward
5086,11,B,0,0,midfielder
5087,14,B,0,1,forward
5088,6,A,0,0,goalkeeper
5089,4,A,0,0,defender
5090,10,A,0,0,midfielder
5091,12,A,0,0,forward
5092,12,A,0,1,forward
5093,13,B,0,0,goalkeeper
5094,17,A,0,0,defender
5095,9,A,0,0,midfielder
5096,12,A,0,1,forward
5097,13,B,0,0,goalkeeper
5098,2,B,0,0,defender
5099,11,B,0,0,midfielder
5100,5,B,1,0,forward
5101,9,A,0,0,midfielder
5102,5,B,0,1,forward
5103,6,A,0,0,goalkeeper
5104,17,A,0,0,defender
5105,15,A,0,0,midfielder
5106,12,A,0,0,forward
5107,3,A,0,0,forward
5108,3,A,0,1,forward
5109,13,B,0,0,goalkeeper
5110,20,B,0,0,defender
5111,8,B,0,0,midfielder
5112,5,B,0,0,forward
5113,5,B,1,0,forward
5114,4,A,0,0,defender
5115,18,A,0,0,midfielder
5116,3,A,1,0,forward
5117,11,B,0,0,midfielder
5118,5,B,0,0,forward
5119,14,B,0,0,forward
5120,14,B,0,1,forward
5121,6,A,0,0,goalkeeper
5122,21,A,0,0,defender
5123,9,A,0,0,midfielder
5124,12,A,0,0,forward
5125,3,A,0,0,forward
5126,14,B,1,0,forward
5127,15,A,0,0,midfielder
5128,12,A,0,1,forward
5129,13,B,0,0,goalkeeper
5130,2,B,0,0,defender
5131,16,B,0,0,midfielder
5132,5,B,1,0,forward
5133,22,A,0,0,defender
5134,15,A,0,0,midfielder
5135,12,A,0,1,forward
5136,13,B,0,0,goalkeeper
5137,19,B,0,0,defender
5138,15,A,0,0,midfielder
5139,14,B,0,0,forward
5140,5,B,1,0,forward
5141,3,A,0,0,forward
5142,5,B,0,0,forward
5143,14,B,0,0,forward
5144,14,B,0,0,forward
5145,5,B,1,0,forward
5146,3,A,1,0,forward
5147,19,B,0,0,defender
5148,11,B,0,0,midfielder
5149,5,B,1,0,forward
5150,21,A,0,0,defender
5151,9,A,0,0,midfielder
5152,3,A,0,0,forward
5153,3,A,0,0,forward
5154,12,A,0,0,forward
5155,3,A,1,0,forward
5156,20,B,0,0,defender
5157,8,B,0,0,midfielder
5158,14,B,0,1,forward
5159,6,A,0,0,goalkeeper
5160,17,A,0,0,defender
5161,10,A,0,0,midfielder
5162,14,B,1,0,forward
5163,17,A,0,0,defender
5164,18,A,0,0,midfielder
5165,14,B,0,1,forward
5166,6,A,0,0,goalkeeper
5167,21,A,0,0,defender
5168,15,A,0,0,midfielder
5169,12,A,1,0,forward
5170,1,B,0,0,midfielder
5171,14,B,0,0,forward
5172,14,B,1,0,forward
5173,10,A,0,0,midfielder
5174,12,A,0,1,forward
5175,13,B,0,0,goalkeeper
5176,4,A,0,0,defender
5177,15,A,0,0,midfielder
5178,12,A,0,0,forward
5179,12,A,0,0,forward
5180,12,A,0,1,forward
5181,13,B,0,0,goalkeeper
5182,19,B,0,0,defender
5183,16,B,0,0,midfielder
5184,5,B,0,0,forward
5185,14,B,0,1,forward
5186,6,A,0,0,goalkeeper
5187,17,A,0,0,defender
5188,10,A,0,0,midfielder
5189,12,A,0,1,forward
5190,13,B,0,0,goalkeeper
5191,2,B,0,0,defender
5192,11,B,0,0,midfielder
5193,5,B,0,0,forward
5194,14,B,0,0,forward
5195,14,B,0,0,forward
5196,5,B,0,1,forward
5197,6,A,0,0,goalkeeper
5198,4,A,0,0,defender
5199,18,A,0,0,midfielder
5200,14,B,1,0,forward
5201,17,A,0,0,defender
5202,15,A,0,0,midfielder
5203,5,B,0,0,forward
5204,14,B,0,1,forward
5205,6,A,0,0,goalkeeper
5206,4,A,0,0,defender
5207,8,B,0,0,midfielder
5208,14,B,0,1,forward
5209,6,A,0,0,goalkeeper
5210,22,A,0,0,defender
5211,9,A,0,0,midfielder
5212,3,A,1,0,forward
5213,7,B,0,0,defender
5214,1,B,0,0,midfielder
5215,14,B,0,0,forward
5216,5,B,0,0,forward
5217,12,A,0,0,forward
5218,12,A,0,0,forward
5219,12,A,0,0,forward
5220,14,B,0,0,forward
5221,3,A,0,0,forward
5222,3,A,1,0,forward
5223,8,B,0,0,midfielder
5224,14,B,0,1,forward
5225,6,A,0,0,goalkeeper
5226,21,A,0,0,defender
5227,11,B,0,0,midfielder
5228,5,B,1,0,forward
5229,22,A,0,0,defender
5230,9,A,0,0,midfielder
5231,3,A,0,1,forward
5232,13,B,0,0,goalkeeper
5233,7,B,0,0,defender
5234,16,B,0,0,midfielder
5235,14,B,0,0,forward
5236,5,B,0,1,forward
5237,6,A,0,0,goalkeeper
5238,4,A,0,0,defender
5239,10,A,0,0,midfielder
5240,5,B,0,0,forward
5241,5,B,0,0,forward
5242,14,B,0,1,forward
5243,6,A,0,0,goalkeeper
5244,21,A,0,0,defender
5245,11,B,0,0,midfielder
5246,14,B,1,0,forward
5247,3,A,1,0,forward
5248,1,B,0,0,midfielder
5249,5,B,0,0,forward
5250,14,B,1,0,forward
5251,18,A,0,0,midfielder
5252,3,A,1,0,forward
5253,1,B,0,0,midfielder
5254,14,B,0,0,forward
5255,5,B,1,0,forward
5256,15,A,0,0,midfielder
5257,12,A,0,1,forward
5258,13,B,0,0,goalkeeper
5259,20,B,0,0,defender
5260,16,B,0,0,midfielder
5261,14,B,0,1,forward
5262,6,A,0,0,goalkeeper
5263,4,A,0,0,defender
5264,18,A,0,0,midfielder
5265,12,A,0,0,forward
5266,14,B,0,0,forward
5267,14,B,0,0,forward
5268,14,B,1,0,forward
5269,21,A,0,0,defender
5270,1,B,0,0,midfielder
5271,5,B,0,0,forward
5272,5,B,0,0,forward
5273,5,B,0,0,forward
5274,5,B,1,0,forward
5275,12,A,0,0,forward
5276,3,A,1,0,forward
5277,2,B,0,0,defender
5278,16,B,0,0,midfielder
5279,14,B,0,1,forward
5280,6,A,0,0,goalkeeper
5281,21,A,0,0,defender
5282,10,A,0,0,midfielder
5283,3,A,0,1,forward
5284,13,B,0,0,goalkeeper
5285,7,B,0,0,defender
5286,11,B,0,0,midfielder
5287,14,B,1,0,forward
5288,15,A,0,0,midfielder
5289,5,B,0,0,forward
5290,14,B,0,0,forward
5291,5,B,1,0,forward
5292,3,A,0,0,forward
5293,3,A,1,0,forward
5294,16,B,0,0,midfielder
5295,14,B,0,1,forward
5296,6,A,0,0,goalkeeper
5297,22,A,0,0,defender
5298,8,B,0,0,midfielder
5299,14,B,0,0,forward
5300,14,B,0,1,forward
5301,6,A,0,0,goalkeeper
5302,21,A,0,0,defender
5303,10,A,0,0,midfielder
5304,5,B,1,0,forward
5305,21,A,0,0,defender
5306,15,A,0,0,midfielder
5307,12,A,0,1,forward
5308,13,B,0,0,goalkeeper
5309,2,B,0,0,defender
5310,11,B,0,0,midfielder
5311,3,A,1,0,forward
5312,11,B,0,0,midfielder
5313,5,B,0,1,forward
5314,6,A,0,0,goalkeeper
5315,4,A,0,0,defender
5316,18,A,0,0,midfielder
5317,14,B,0,1,forward
5318,6,A,0,0,goalkeeper
5319,17,A,0,0,defender
5320,8,B,0,0,midfielder
5321,5,B,0,0,forward
5322,14,B,0,1,forward
5323,6,A,0,0,goalkeeper
5324,4,A,0,0,defender
5325,10,A,0,0,midfielder
5326,3,A,0,0,forward
5327,3,A,1,0,forward
5328,19,B,0,0,defender
5329,16,B,0,0,midfielder
5330,14,B,0,1,forward
5331,6,A,0,0,goalkeeper
5332,21,A,0,0,defender
5333,10,A,0,0,midfielder
5334,5,B,1,0,forward
5335,17,A,0,0,defender
5336,15,A,0,0,midfielder
5337,3,A,0,0,forward
5338,12,A,0,0,forward
5339,12,A,0,0,forward
5340,3,A,1,0,forward
5341,7,B,0,0,defender
5342,16,B,0,0,midfielder
5343,3,A,0,0,forward
5344,12,A,0,1,forward
5345,13,B,0,0,goalkeeper
5346,4,A,0,0,defender
5347,18,A,0,0,midfielder
5348,3,A,1,0,forward
5349,7,B,0,0,defender
5350,11,B,0,0,midfielder
5351,14,B,0,0,forward
5352,14,B,0,0,forward
5353,5,B,0,0,forward
5354,5,B,0,1,forward
5355,6,A,0,0,goalkeeper
5356,22,A,0,0,defender
5357,9,A,0,0,midfielder
5358,12,A,0,0,forward
5359,12,A,0,1,forward
5360,13,B,0,0,goalkeeper
5361,7,B,0,0,defender
5362,9,A,0,0,midfielder
5363,14,B,0,0,forward
5364,5,B,1,0,forward
5365,3,A,0,1,forward
5366,13,B,0,0,goalkeeper
5367,20,B,0,0,defender
5368,10,A,0,0,midfielder
5369,14,B,0,0,forward
5370,14,B,0,1,forward
5371,6,A,0,0,goalkeeper
5372,20,B,0,0,defender
5373,1,B,0,0,midfielder
5374,14,B,0,1,forward
5375,6,A,0,0,goalkeeper
5376,22,A,0,0,defender
5377,18,A,0,0,midfielder
5378,12,A,0,1,forward
5379,13,B,0,0,goalkeeper
5380,7,B,0,0,defender
5381,8,B,0,0,midfielder
5382,5,B,0,0,forward
5383,5,B,0,1,forward
5384,6,A,0,0,goalkeeper
5385,4,A,0,0,defender
5386,8,B,0,0,midfielder
5387,5,B,1,0,forward
5388,17,A,0,0,defender
5389,15,A,0,0,midfielder
5390,12,A,1,0,forward
5391,1,B,0,0,midfielder
5392,5,B,0,0,forward
5393,5,B,0,0,forward
5394,3,A,0,0,forward
5395,3,A,1,0,forward
5396,1,B,0,0,midfielder
5397,5,B,0,0,forward
5398,5,B,0,0,forward
5399,5,B,1,0,forward
5400,21,A,0,0,defender
5401,18,A,0,0,midfielder
5402,3,A,0,0,forward
5403,12,A,0,1,forward
5404,13,B,0,0,goalkeeper
5405,7,B,0,0,defender
5406,10,A,0,0,midfielder
5407,12,A,0,0,forward
5408,12,A,0,0,forward
5409,3,A,0,0,forward
5410,3,A,0,1,forward
5411,13,B,0,0,goalkeeper
5412,7,B,0,0,defender
5413,16,B,0,0,midfielder
5414,14,B,0,0,forward
5415,5,B,1,0,forward
5416,22,A,0,0,defender
5417,15,A,0,0,midfielder
5418,12,A,0,0,forward
5419,12,A,1,0,forward
5420,1,B,0,0,midfielder
5421,5,B,0,0,forward
5422,12,A,0,1,forward
5423,13,B,0,0,goalkeeper
5424,4,A,0,0,defender
5425,18,A,0,0,midfielder
5426,3,A,1,0,forward
5427,2,B,0,0,defender
5428,18,A,0,0,midfielder
5429,14,B,0,1,forward
5430,6,A,0,0,goalkeeper
5431,17,A,0,0,defender
5432,9,A,0,0,midfielder
5433,3,A,0,0,forward
5434,12,A,0,0,forward
5435,12,A,0,0,forward
5436,3,A,0,0,forward
5437,12,A,0,0,forward
5438,3,A,0,0,forward
5439,12,A,0,0,forward
5440,3,A,0,1,forward
5441,13,B,0,0,goalkeeper
5442,20,B,0,0,defender
5443,11,B,0,0,midfielder
5444,14,B,0,0,forward
5445,14,B,0,1,forward
5446,6,A,0,0,goalkeeper
5447,2,B,0,0,defender
5448,8,B,0,0,midfielder
5449,5,B,1,0,forward
5450,18,A,0,0,midfielder
5451,12,A,0,1,forward
5452,13,B,0,0,goalkeeper
5453,22,A,0,0,defender
5454,18,A,0,0,midfielder
5455,3,A,0,0,forward
5456,12,A,0,1,forward
5457,13,B,0,0,goalkeeper
5458,7,B,0,0,defender
5459,16,B,0,0,midfielder
5460,5,B,0,0,forward
5461,5,B,1,0,forward
5462,18,A,0,0,midfielder
5463,14,B,0,1,forward
5464,6,A,0,0,goalkeeper
5465,22,A,0,0,defender
5466,18,A,0,0,midfielder
5467,12,A,0,0,forward
5468,3,A,1,0,forward
5469,19,B,0,0,defender
5470,8,B,0,0,midfielder
5471,5,B,0,0,forward
5472,5,B,1,0,forward
5473,12,A,0,1,forward
5474,13,B,0,0,goalkeeper
5475,2,B,0,0,defender
5476,9,A,0,0,midfielder
5477,3,A,1,0,forward
5478,5,B,1,0,forward
5479,21,A,0,0,defender
5480,9,A,0,0,midfielder
5481,12,A,0,1,forward
5482,13,B,0,0,goalkeeper
5483,2,B,0,0,defender
5484,11,B,0,0,midfielder
5485,5,B,1,0,forward
5486,4,A,0,0,defender
5487,18,A,0,0,midfielder
5488,3,A,0,0,forward
5489,12,A,0,1,forward
5490,13,B,0,0,goalkeeper
5491,2,B,0,0,defender
5492,16,B,0,0,midfielder
5493,5,B,0,0,forward
5494,14,B,0,1,forward
5495,6,A,0,0,goalkeeper
5496,17,A,0,0,defender
5497,18,A,0,0,midfielder
5498,12,A,0,0,forward
5499,3,A,0,0,forward
5500,3,A,0,0,forward
5501,3,A,0,1,forward
5502,13,B,0,0,goalkeeper
5503,2,B,0,0,defender
5504,11,B,0,0,midfielder
5505,14,B,0,1,forward
5506,6,A,0,0,goalkeeper
5507,22,A,0,0,defender
5508,9,A,0,0,midfielder
5509,12,A,0,1,forward
5510,13,B,0,0,goalkeeper
5511,19,B,0,0,defender
5512,10,A,0,0,midfielder
5513,12,A,0,1,forward
5514,13,B,0,0,goalkeeper
5515,4,A,0,0,defender
5516,10,A,0,0,midfielder
5517,12,A,0,0,forward
5518,12,A,0,0,forward
5519,12,A,0,1,forward
5520,13,B,0,0,goalkeeper
5521,7,B,0,0,defender
5522,16,B,0,0,midfielder
5523,14,B,0,0,forward
5524,5,B,1,0,forward
5525,12,A,0,1,forward
5526,13,B,0,0,goalkeeper
5527,21,A,0,0,defender
5528,15,A,0,0,midfielder
5529,12,A,0,1,forward
5530,13,B,0,0,goalkeeper
5531,4,A,0,0,defender
5532,9,A,0,0,midfielder
5533,3,A,0,0,forward
5534,3,A,0,0,forward
5535,12,A,0,1,forward
5536,13,B,0,0,goalkeeper
